Gene1	Gene2	Gene1_name	Gene2_name	Family_ID	Chromosome	Genes_Apart	Distance_bp	Strand1	Strand2	Same_Orientation
KRH42888	KRH42889	GLYMA_08G117500	GLYMA_08G117600	76	8	1	8666	-	-	True
KRH26889	KRH26890	GLYMA_12G200300	GLYMA_12G200400	77	12	1	3036	+	+	True
KRH26889	KRH26891	GLYMA_12G200300	GLYMA_12G200500	77	12	2	7756	+	+	True
KRH26889	KRH26892	GLYMA_12G200300	GLYMA_12G200600	77	12	3	10182	+	+	True
KRH26889	KRH26893	GLYMA_12G200300	GLYMA_12G200700	77	12	4	14621	+	+	True
KRH26889	KRH26894	GLYMA_12G200300	GLYMA_12G200800	77	12	5	16520	+	+	True
KRH26890	KRH26891	GLYMA_12G200400	GLYMA_12G200500	77	12	1	4720	+	+	True
KRH26890	KRH26892	GLYMA_12G200400	GLYMA_12G200600	77	12	2	7146	+	+	True
KRH26890	KRH26893	GLYMA_12G200400	GLYMA_12G200700	77	12	3	11585	+	+	True
KRH26890	KRH26894	GLYMA_12G200400	GLYMA_12G200800	77	12	4	13484	+	+	True
KRH26891	KRH26892	GLYMA_12G200500	GLYMA_12G200600	77	12	1	2426	+	+	True
KRH26891	KRH26893	GLYMA_12G200500	GLYMA_12G200700	77	12	2	6865	+	+	True
KRH26891	KRH26894	GLYMA_12G200500	GLYMA_12G200800	77	12	3	8764	+	+	True
KRH26892	KRH26893	GLYMA_12G200600	GLYMA_12G200700	77	12	1	4439	+	+	True
KRH26892	KRH26894	GLYMA_12G200600	GLYMA_12G200800	77	12	2	6338	+	+	True
KRH26893	KRH26894	GLYMA_12G200700	GLYMA_12G200800	77	12	1	1899	+	+	True
KRH27161	KRH27162	GLYMA_12G218300	GLYMA_12G218400	77	12	1	5756	+	+	True
KRH22166	KRH22168	GLYMA_13G282200	GLYMA_13G282400	77	13	2	17405	+	-	False
KRH22457	KRH22458	GLYMA_13G301400	GLYMA_13G301500	77	13	1	6972	-	-	True
KRH22457	KRH22459	GLYMA_13G301400	GLYMA_13G301600	77	13	2	8260	-	-	True
KRH22457	KRH22460	GLYMA_13G301400	GLYMA_13G301700	77	13	3	10007	-	-	True
KRH22457	KRH22461	GLYMA_13G301400	GLYMA_13G301800	77	13	4	13351	-	-	True
KRH22457	KRH22462	GLYMA_13G301400	GLYMA_13G301900	77	13	5	15788	-	-	True
KRH22457	KRH22463	GLYMA_13G301400	GLYMA_13G302000	77	13	6	18998	-	-	True
KRH22458	KRH22459	GLYMA_13G301500	GLYMA_13G301600	77	13	1	1288	-	-	True
KRH22458	KRH22460	GLYMA_13G301500	GLYMA_13G301700	77	13	2	3035	-	-	True
KRH22458	KRH22461	GLYMA_13G301500	GLYMA_13G301800	77	13	3	6379	-	-	True
KRH22458	KRH22462	GLYMA_13G301500	GLYMA_13G301900	77	13	4	8816	-	-	True
KRH22458	KRH22463	GLYMA_13G301500	GLYMA_13G302000	77	13	5	12026	-	-	True
KRH22459	KRH22460	GLYMA_13G301600	GLYMA_13G301700	77	13	1	1747	-	-	True
KRH22459	KRH22461	GLYMA_13G301600	GLYMA_13G301800	77	13	2	5091	-	-	True
KRH22459	KRH22462	GLYMA_13G301600	GLYMA_13G301900	77	13	3	7528	-	-	True
KRH22459	KRH22463	GLYMA_13G301600	GLYMA_13G302000	77	13	4	10738	-	-	True
KRH22460	KRH22461	GLYMA_13G301700	GLYMA_13G301800	77	13	1	3344	-	-	True
KRH22460	KRH22462	GLYMA_13G301700	GLYMA_13G301900	77	13	2	5781	-	-	True
KRH22460	KRH22463	GLYMA_13G301700	GLYMA_13G302000	77	13	3	8991	-	-	True
KRH22461	KRH22462	GLYMA_13G301800	GLYMA_13G301900	77	13	1	2437	-	-	True
KRH22461	KRH22463	GLYMA_13G301800	GLYMA_13G302000	77	13	2	5647	-	-	True
KRH22462	KRH22463	GLYMA_13G301900	GLYMA_13G302000	77	13	1	3210	-	-	True
KRH56031	KRH56033	GLYMA_06G297600	GLYMA_06G297800	77	6	2	20289	+	+	True
KRH56031	KRH56034	GLYMA_06G297600	GLYMA_06G297900	77	6	3	21849	+	+	True
KRH56031	KRH56043	GLYMA_06G297600	GLYMA_06G298600	77	6	9	70866	+	-	False
KRH56031	KRH56044	GLYMA_06G297600	GLYMA_06G298700	77	6	10	74991	+	-	False
KRH56033	KRH56034	GLYMA_06G297800	GLYMA_06G297900	77	6	1	1560	+	+	True
KRH56033	KRH56043	GLYMA_06G297800	GLYMA_06G298600	77	6	7	50577	+	-	False
KRH56033	KRH56044	GLYMA_06G297800	GLYMA_06G298700	77	6	8	54702	+	-	False
KRH56033	KRH56045	GLYMA_06G297800	GLYMA_06G298800	77	6	9	58089	+	-	False
KRH56033	KRH56046	GLYMA_06G297800	GLYMA_06G298900	77	6	10	59728	+	-	False
KRH56034	KRH56043	GLYMA_06G297900	GLYMA_06G298600	77	6	6	49017	+	-	False
KRH56034	KRH56044	GLYMA_06G297900	GLYMA_06G298700	77	6	7	53142	+	-	False
KRH56034	KRH56045	GLYMA_06G297900	GLYMA_06G298800	77	6	8	56529	+	-	False
KRH56034	KRH56046	GLYMA_06G297900	GLYMA_06G298900	77	6	9	58168	+	-	False
KRH56034	KRH56047	GLYMA_06G297900	GLYMA_06G299000	77	6	10	59720	+	-	False
KRH56043	KRH56044	GLYMA_06G298600	GLYMA_06G298700	77	6	1	4125	-	-	True
KRH56043	KRH56045	GLYMA_06G298600	GLYMA_06G298800	77	6	2	7512	-	-	True
KRH56043	KRH56046	GLYMA_06G298600	GLYMA_06G298900	77	6	3	9151	-	-	True
KRH56043	KRH56047	GLYMA_06G298600	GLYMA_06G299000	77	6	4	10703	-	-	True
KRH56044	KRH56045	GLYMA_06G298700	GLYMA_06G298800	77	6	1	3387	-	-	True
KRH56044	KRH56046	GLYMA_06G298700	GLYMA_06G298900	77	6	2	5026	-	-	True
KRH56044	KRH56047	GLYMA_06G298700	GLYMA_06G299000	77	6	3	6578	-	-	True
KRH56045	KRH56046	GLYMA_06G298800	GLYMA_06G298900	77	6	1	1639	-	-	True
KRH56045	KRH56047	GLYMA_06G298800	GLYMA_06G299000	77	6	2	3191	-	-	True
KRH56046	KRH56047	GLYMA_06G298900	GLYMA_06G299000	77	6	1	1552	-	-	True
KRH56097	KRH56098	GLYMA_06G302900	GLYMA_06G303000	77	6	1	8574	+	+	True
KRH25906	KRH25914	GLYMA_12G137800	GLYMA_12G138500	78	12	7	203485	-	-	True
KRH55445	KRH55453	GLYMA_06G256000	GLYMA_06G256100	78	6	1	8413	-	-	True
KRH55491	KRH55492	GLYMA_06G259000	GLYMA_06G259100	78	6	1	16837	-	-	True
KRH55491	KRH55494	GLYMA_06G259000	GLYMA_06G259300	78	6	3	33712	-	-	True
KRH55491	KRH55497	GLYMA_06G259000	GLYMA_06G259400	78	6	4	34617	-	-	True
KRH55491	KRH55503	GLYMA_06G259000	GLYMA_06G259700	78	6	6	63859	-	-	True
KRH55491	KRH55505	GLYMA_06G259000	GLYMA_06G259800	78	6	7	72564	-	-	True
KRH55491	KRH55514	GLYMA_06G259000	GLYMA_06G260100	78	6	10	126755	-	-	True
KRH55492	KRH55494	GLYMA_06G259100	GLYMA_06G259300	78	6	2	16875	-	-	True
KRH55492	KRH55497	GLYMA_06G259100	GLYMA_06G259400	78	6	3	17780	-	-	True
KRH55492	KRH55503	GLYMA_06G259100	GLYMA_06G259700	78	6	5	47022	-	-	True
KRH55492	KRH55505	GLYMA_06G259100	GLYMA_06G259800	78	6	6	55727	-	-	True
KRH55492	KRH55514	GLYMA_06G259100	GLYMA_06G260100	78	6	9	109918	-	-	True
KRH55494	KRH55497	GLYMA_06G259300	GLYMA_06G259400	78	6	1	905	-	-	True
KRH55494	KRH55503	GLYMA_06G259300	GLYMA_06G259700	78	6	3	30147	-	-	True
KRH55494	KRH55505	GLYMA_06G259300	GLYMA_06G259800	78	6	4	38852	-	-	True
KRH55494	KRH55514	GLYMA_06G259300	GLYMA_06G260100	78	6	7	93043	-	-	True
KRH55497	KRH55503	GLYMA_06G259400	GLYMA_06G259700	78	6	2	29242	-	-	True
KRH55497	KRH55505	GLYMA_06G259400	GLYMA_06G259800	78	6	3	37947	-	-	True
KRH55497	KRH55514	GLYMA_06G259400	GLYMA_06G260100	78	6	6	92138	-	-	True
KRH55497	KRH55518	GLYMA_06G259400	GLYMA_06G260500	78	6	10	126037	-	+	False
KRH55503	KRH55505	GLYMA_06G259700	GLYMA_06G259800	78	6	1	8705	-	-	True
KRH55503	KRH55514	GLYMA_06G259700	GLYMA_06G260100	78	6	4	62896	-	-	True
KRH55503	KRH55518	GLYMA_06G259700	GLYMA_06G260500	78	6	8	96795	-	+	False
KRH55505	KRH55514	GLYMA_06G259800	GLYMA_06G260100	78	6	3	54191	-	-	True
KRH55505	KRH55518	GLYMA_06G259800	GLYMA_06G260500	78	6	7	88090	-	+	False
KRH55514	KRH55518	GLYMA_06G260100	GLYMA_06G260500	78	6	4	33899	-	+	False
KRH55518	KRH55544	GLYMA_06G260500	GLYMA_06G261400	78	6	9	231434	+	-	False
KRH55518	KRH55545	GLYMA_06G260500	GLYMA_06G261500	78	6	10	274768	+	-	False
KRH55544	KRH55545	GLYMA_06G261400	GLYMA_06G261500	78	6	1	43334	-	-	True
KRH55577	KRH55579	GLYMA_06G263500	GLYMA_06G263700	78	6	1	13768	+	+	True
KRH55577	KRH55581	GLYMA_06G263500	GLYMA_06G263900	78	6	3	52239	+	+	True
KRH55577	KRH55583	GLYMA_06G263500	GLYMA_06G264100	78	6	5	76785	+	+	True
KRH55577	KRH55584	GLYMA_06G263500	GLYMA_06G264200	78	6	6	79316	+	+	True
KRH55577	KRH55585	GLYMA_06G263500	GLYMA_06G264300	78	6	7	84221	+	+	True
KRH55577	KRH55586	GLYMA_06G263500	GLYMA_06G264400	78	6	8	89960	+	+	True
KRH55579	KRH55581	GLYMA_06G263700	GLYMA_06G263900	78	6	2	38471	+	+	True
KRH55579	KRH55583	GLYMA_06G263700	GLYMA_06G264100	78	6	4	63017	+	+	True
KRH55579	KRH55584	GLYMA_06G263700	GLYMA_06G264200	78	6	5	65548	+	+	True
KRH55579	KRH55585	GLYMA_06G263700	GLYMA_06G264300	78	6	6	70453	+	+	True
KRH55579	KRH55586	GLYMA_06G263700	GLYMA_06G264400	78	6	7	76192	+	+	True
KRH55579	KRH55592	GLYMA_06G263700	GLYMA_06G2650002	78	6	10	129053	+	+	True
KRH55581	KRH55583	GLYMA_06G263900	GLYMA_06G264100	78	6	2	24546	+	+	True
KRH55581	KRH55584	GLYMA_06G263900	GLYMA_06G264200	78	6	3	27077	+	+	True
KRH55581	KRH55585	GLYMA_06G263900	GLYMA_06G264300	78	6	4	31982	+	+	True
KRH55581	KRH55586	GLYMA_06G263900	GLYMA_06G264400	78	6	5	37721	+	+	True
KRH55581	KRH55592	GLYMA_06G263900	GLYMA_06G2650002	78	6	8	90582	+	+	True
KRH55581	KRH55593	GLYMA_06G263900	GLYMA_06G2650001	78	6	9	94496	+	+	True
KRH55581	KRH55595	GLYMA_06G263900	GLYMA_06G265200	78	6	10	113661	+	+	True
KRH55583	KRH55584	GLYMA_06G264100	GLYMA_06G264200	78	6	1	2531	+	+	True
KRH55583	KRH55585	GLYMA_06G264100	GLYMA_06G264300	78	6	2	7436	+	+	True
KRH55583	KRH55586	GLYMA_06G264100	GLYMA_06G264400	78	6	3	13175	+	+	True
KRH55583	KRH55592	GLYMA_06G264100	GLYMA_06G2650002	78	6	6	66036	+	+	True
KRH55583	KRH55593	GLYMA_06G264100	GLYMA_06G2650001	78	6	7	69950	+	+	True
KRH55583	KRH55595	GLYMA_06G264100	GLYMA_06G265200	78	6	8	89115	+	+	True
KRH55583	KRH55597	GLYMA_06G264100	GLYMA_06G265400	78	6	10	122047	+	+	True
KRH55584	KRH55585	GLYMA_06G264200	GLYMA_06G264300	78	6	1	4905	+	+	True
KRH55584	KRH55586	GLYMA_06G264200	GLYMA_06G264400	78	6	2	10644	+	+	True
KRH55584	KRH55592	GLYMA_06G264200	GLYMA_06G2650002	78	6	5	63505	+	+	True
KRH55584	KRH55593	GLYMA_06G264200	GLYMA_06G2650001	78	6	6	67419	+	+	True
KRH55584	KRH55595	GLYMA_06G264200	GLYMA_06G265200	78	6	7	86584	+	+	True
KRH55584	KRH55597	GLYMA_06G264200	GLYMA_06G265400	78	6	9	119516	+	+	True
KRH55585	KRH55586	GLYMA_06G264300	GLYMA_06G264400	78	6	1	5739	+	+	True
KRH55585	KRH55592	GLYMA_06G264300	GLYMA_06G2650002	78	6	4	58600	+	+	True
KRH55585	KRH55593	GLYMA_06G264300	GLYMA_06G2650001	78	6	5	62514	+	+	True
KRH55585	KRH55595	GLYMA_06G264300	GLYMA_06G265200	78	6	6	81679	+	+	True
KRH55585	KRH55597	GLYMA_06G264300	GLYMA_06G265400	78	6	8	114611	+	+	True
KRH55586	KRH55592	GLYMA_06G264400	GLYMA_06G2650002	78	6	3	52861	+	+	True
KRH55586	KRH55593	GLYMA_06G264400	GLYMA_06G2650001	78	6	4	56775	+	+	True
KRH55586	KRH55595	GLYMA_06G264400	GLYMA_06G265200	78	6	5	75940	+	+	True
KRH55586	KRH55597	GLYMA_06G264400	GLYMA_06G265400	78	6	7	108872	+	+	True
KRH55592	KRH55593	GLYMA_06G2650002	GLYMA_06G2650001	78	6	1	3914	+	+	True
KRH55592	KRH55595	GLYMA_06G2650002	GLYMA_06G265200	78	6	2	23079	+	+	True
KRH55592	KRH55597	GLYMA_06G2650002	GLYMA_06G265400	78	6	4	56011	+	+	True
KRH55593	KRH55595	GLYMA_06G2650001	GLYMA_06G265200	78	6	1	19165	+	+	True
KRH55593	KRH55597	GLYMA_06G2650001	GLYMA_06G265400	78	6	3	52097	+	+	True
KRH55595	KRH55597	GLYMA_06G265200	GLYMA_06G265400	78	6	2	32932	+	+	True
KRH69414	KRH69415	GLYMA_02G025400	GLYMA_02G025500	79	2	1	8321	+	+	True
KRH20397	KRH20400	GLYMA_13G175700	GLYMA_13G176000	81	13	2	8635	-	+	False
KRH20397	KRH20402	GLYMA_13G175700	GLYMA_13G176200	81	13	4	14800	-	+	False
KRH20397	KRH20403	GLYMA_13G175700	GLYMA_13G176300	81	13	5	23247	-	+	False
KRH20397	KRH20405	GLYMA_13G175700	GLYMA_13G176500	81	13	7	29987	-	+	False
KRH20400	KRH20402	GLYMA_13G176000	GLYMA_13G176200	81	13	2	6165	+	+	True
KRH20400	KRH20403	GLYMA_13G176000	GLYMA_13G176300	81	13	3	14612	+	+	True
KRH20400	KRH20405	GLYMA_13G176000	GLYMA_13G176500	81	13	5	21352	+	+	True
KRH20402	KRH20403	GLYMA_13G176200	GLYMA_13G176300	81	13	1	8447	+	+	True
KRH20402	KRH20405	GLYMA_13G176200	GLYMA_13G176500	81	13	3	15187	+	+	True
KRH20403	KRH20405	GLYMA_13G176300	GLYMA_13G176500	81	13	2	6740	+	+	True
KRH15019	KRH15020	GLYMA_14G063700	GLYMA_14G063800	81	14	1	1354	-	+	False
KRH50102	KRH50104	GLYMA_07G200000	GLYMA_07G200200	81	7	2	15435	-	-	True
KRH50102	KRH50105	GLYMA_07G200000	GLYMA_07G200300	81	7	3	24889	-	-	True
KRH50102	KRH50107	GLYMA_07G200000	GLYMA_07G200500	81	7	5	33070	-	+	False
KRH50102	KRH50108	GLYMA_07G200000	GLYMA_07G200600	81	7	6	36447	-	+	False
KRH50102	KRH50109	GLYMA_07G200000	GLYMA_07G200700	81	7	7	38356	-	+	False
KRH50104	KRH50105	GLYMA_07G200200	GLYMA_07G200300	81	7	1	9454	-	-	True
KRH50104	KRH50107	GLYMA_07G200200	GLYMA_07G200500	81	7	3	17635	-	+	False
KRH50104	KRH50108	GLYMA_07G200200	GLYMA_07G200600	81	7	4	21012	-	+	False
KRH50104	KRH50109	GLYMA_07G200200	GLYMA_07G200700	81	7	5	22921	-	+	False
KRH50105	KRH50107	GLYMA_07G200300	GLYMA_07G200500	81	7	2	8181	-	+	False
KRH50105	KRH50108	GLYMA_07G200300	GLYMA_07G200600	81	7	3	11558	-	+	False
KRH50105	KRH50109	GLYMA_07G200300	GLYMA_07G200700	81	7	4	13467	-	+	False
KRH50107	KRH50108	GLYMA_07G200500	GLYMA_07G200600	81	7	1	3377	+	+	True
KRH50107	KRH50109	GLYMA_07G200500	GLYMA_07G200700	81	7	2	5286	+	+	True
KRH50108	KRH50109	GLYMA_07G200600	GLYMA_07G200700	81	7	1	1909	+	+	True
KRH42102	KRH42103	GLYMA_08G068700	GLYMA_08G068800	81	8	1	3660	+	+	True
KRH42102	KRH42105	GLYMA_08G068700	GLYMA_08G069000	81	8	3	8036	+	+	True
KRH42103	KRH42105	GLYMA_08G068800	GLYMA_08G069000	81	8	2	4376	+	+	True
KRH35238	KRH35239	GLYMA_10G230900	GLYMA_10G231000	82	10	1	5181	-	-	True
KRH35238	KRH35240	GLYMA_10G230900	GLYMA_10G231100	82	10	2	12915	-	-	True
KRH35239	KRH35240	GLYMA_10G231000	GLYMA_10G231100	82	10	1	7734	-	-	True
KRH48075	KRH48076	GLYMA_07G066900	GLYMA_07G067000	82	7	1	8521	-	-	True
KRH30424	KRH30425	GLYMA_11G1834002	GLYMA_11G1834001	83	11	1	1530	-	-	True
KRH66770	KRH66777	GLYMA_03G127600	GLYMA_03G128200	84	3	6	87712	-	+	False
KRH34177	KRH34178	GLYMA_10G168400	GLYMA_10G168500	85	10	1	7792	+	+	True
KRH18211	KRH18222	GLYMA_13G044500	GLYMA_13G045100	85	13	5	91080	+	-	False
KRG93924	KRG93937	GLYMA_19G050000	GLYMA_19G050800	85	19	8	194359	+	+	True
KRG93924	KRG93938	GLYMA_19G050000	GLYMA_19G050900	85	19	9	219137	+	-	False
KRG93924	KRG93939	GLYMA_19G050000	GLYMA_19G051000	85	19	10	255224	+	-	False
KRG93937	KRG93938	GLYMA_19G050800	GLYMA_19G050900	85	19	1	24778	+	-	False
KRG93937	KRG93939	GLYMA_19G050800	GLYMA_19G051000	85	19	2	60865	+	-	False
KRG93937	KRG93940	GLYMA_19G050800	GLYMA_19G051100	85	19	3	67619	+	-	False
KRG93938	KRG93939	GLYMA_19G050900	GLYMA_19G051000	85	19	1	36087	-	-	True
KRG93938	KRG93940	GLYMA_19G050900	GLYMA_19G051100	85	19	2	42841	-	-	True
KRG93939	KRG93940	GLYMA_19G051000	GLYMA_19G051100	85	19	1	6754	-	-	True
KRG97072	KRG97073	GLYMA_19G250000	GLYMA_19G250100	85	19	1	10745	+	+	True
KRG97072	KRG97074	GLYMA_19G250000	GLYMA_19G2502002	85	19	2	24545	+	+	True
KRG97072	KRG97075	GLYMA_19G250000	GLYMA_19G2502001	85	19	3	26215	+	+	True
KRG97072	KRG97077	GLYMA_19G250000	GLYMA_19G250400	85	19	4	34077	+	+	True
KRG97073	KRG97074	GLYMA_19G250100	GLYMA_19G2502002	85	19	1	13800	+	+	True
KRG97073	KRG97075	GLYMA_19G250100	GLYMA_19G2502001	85	19	2	15470	+	+	True
KRG97073	KRG97077	GLYMA_19G250100	GLYMA_19G250400	85	19	3	23332	+	+	True
KRG97074	KRG97075	GLYMA_19G2502002	GLYMA_19G2502001	85	19	1	1670	+	+	True
KRG97074	KRG97077	GLYMA_19G2502002	GLYMA_19G250400	85	19	2	9532	+	+	True
KRG97075	KRG97077	GLYMA_19G2502001	GLYMA_19G250400	85	19	1	7862	+	+	True
KRH68816	KRH68817	GLYMA_03G252500	GLYMA_03G252600	85	3	1	10577	+	+	True
KRH68816	KRH68818	GLYMA_03G252500	GLYMA_03G252700	85	3	2	22040	+	+	True
KRH68816	KRH68819	GLYMA_03G252500	GLYMA_03G252800	85	3	3	29499	+	+	True
KRH68817	KRH68818	GLYMA_03G252600	GLYMA_03G252700	85	3	1	11463	+	+	True
KRH68817	KRH68819	GLYMA_03G252600	GLYMA_03G252800	85	3	2	18922	+	+	True
KRH68818	KRH68819	GLYMA_03G252700	GLYMA_03G252800	85	3	1	7459	+	+	True
KRH58255	KRH58257	GLYMA_05G116000	GLYMA_05G116200	85	5	2	34259	+	+	True
KRH58255	KRH58258	GLYMA_05G116000	GLYMA_05G116300	85	5	3	75096	+	+	True
KRH58257	KRH58258	GLYMA_05G116200	GLYMA_05G116300	85	5	1	40837	+	+	True
KRH32990	KRH32998	GLYMA_10G091800	GLYMA_10G092200	86	10	4	208787	+	-	False
KRH17608	KRH17620	GLYMA_13G003100	GLYMA_13G003800	86	13	6	237666	-	-	True
KRH43466	KRH43469	GLYMA_08G151800	GLYMA_08G152000	86	8	2	10055	+	-	False
KRH76023	KRH76026	GLYMA_01G125300	GLYMA_01G125400	87	1	1	78987	-	-	True
KRH12103	KRH12104	GLYMA_15G152200	GLYMA_15G152300	87	15	1	5948	+	+	True
KRH12103	KRH12105	GLYMA_15G152200	GLYMA_15G152400	87	15	2	9199	+	+	True
KRH12104	KRH12105	GLYMA_15G152300	GLYMA_15G152400	87	15	1	3251	+	+	True
KRH65585	KRH65586	GLYMA_03G047400	GLYMA_03G047500	87	3	1	22496	-	-	True
KRH65585	KRH65588	GLYMA_03G047400	GLYMA_03G047700	87	3	3	113939	-	-	True
KRH65585	KRH65590	GLYMA_03G047400	GLYMA_03G047900	87	3	5	142294	-	-	True
KRH65586	KRH65588	GLYMA_03G047500	GLYMA_03G047700	87	3	2	91443	-	-	True
KRH65586	KRH65590	GLYMA_03G047500	GLYMA_03G047900	87	3	4	119798	-	-	True
KRH65586	KRH65596	GLYMA_03G047500	GLYMA_03G048500	87	3	10	223908	-	-	True
KRH65588	KRH65590	GLYMA_03G047700	GLYMA_03G047900	87	3	2	28355	-	-	True
KRH65588	KRH65596	GLYMA_03G047700	GLYMA_03G048500	87	3	8	132465	-	-	True
KRH65588	KRH65598	GLYMA_03G047700	GLYMA_03G048600	87	3	9	157551	-	-	True
KRH65588	KRH65599	GLYMA_03G047700	GLYMA_03G0487002	87	3	10	159129	-	-	True
KRH65590	KRH65596	GLYMA_03G047900	GLYMA_03G048500	87	3	6	104110	-	-	True
KRH65590	KRH65598	GLYMA_03G047900	GLYMA_03G048600	87	3	7	129196	-	-	True
KRH65590	KRH65599	GLYMA_03G047900	GLYMA_03G0487002	87	3	8	130774	-	-	True
KRH65590	KRH65600	GLYMA_03G047900	GLYMA_03G0487003	87	3	9	131670	-	-	True
KRH65590	KRH65601	GLYMA_03G047900	GLYMA_03G0487001	87	3	10	137539	-	-	True
KRH65596	KRH65598	GLYMA_03G048500	GLYMA_03G048600	87	3	1	25086	-	-	True
KRH65596	KRH65599	GLYMA_03G048500	GLYMA_03G0487002	87	3	2	26664	-	-	True
KRH65596	KRH65600	GLYMA_03G048500	GLYMA_03G0487003	87	3	3	27560	-	-	True
KRH65596	KRH65601	GLYMA_03G048500	GLYMA_03G0487001	87	3	4	33429	-	-	True
KRH65596	KRH65602	GLYMA_03G048500	GLYMA_03G048800	87	3	5	44178	-	-	True
KRH65596	KRH65603	GLYMA_03G048500	GLYMA_03G048900	87	3	6	62261	-	-	True
KRH65596	KRH65605	GLYMA_03G048500	GLYMA_03G049100	87	3	8	82263	-	-	True
KRH65598	KRH65599	GLYMA_03G048600	GLYMA_03G0487002	87	3	1	1578	-	-	True
KRH65598	KRH65600	GLYMA_03G048600	GLYMA_03G0487003	87	3	2	2474	-	-	True
KRH65598	KRH65601	GLYMA_03G048600	GLYMA_03G0487001	87	3	3	8343	-	-	True
KRH65598	KRH65602	GLYMA_03G048600	GLYMA_03G048800	87	3	4	19092	-	-	True
KRH65598	KRH65603	GLYMA_03G048600	GLYMA_03G048900	87	3	5	37175	-	-	True
KRH65598	KRH65605	GLYMA_03G048600	GLYMA_03G049100	87	3	7	57177	-	-	True
KRH65599	KRH65600	GLYMA_03G0487002	GLYMA_03G0487003	87	3	1	896	-	-	True
KRH65599	KRH65601	GLYMA_03G0487002	GLYMA_03G0487001	87	3	2	6765	-	-	True
KRH65599	KRH65602	GLYMA_03G0487002	GLYMA_03G048800	87	3	3	17514	-	-	True
KRH65599	KRH65603	GLYMA_03G0487002	GLYMA_03G048900	87	3	4	35597	-	-	True
KRH65599	KRH65605	GLYMA_03G0487002	GLYMA_03G049100	87	3	6	55599	-	-	True
KRH65600	KRH65601	GLYMA_03G0487003	GLYMA_03G0487001	87	3	1	5869	-	-	True
KRH65600	KRH65602	GLYMA_03G0487003	GLYMA_03G048800	87	3	2	16618	-	-	True
KRH65600	KRH65603	GLYMA_03G0487003	GLYMA_03G048900	87	3	3	34701	-	-	True
KRH65600	KRH65605	GLYMA_03G0487003	GLYMA_03G049100	87	3	5	54703	-	-	True
KRH65601	KRH65602	GLYMA_03G0487001	GLYMA_03G048800	87	3	1	10749	-	-	True
KRH65601	KRH65603	GLYMA_03G0487001	GLYMA_03G048900	87	3	2	28832	-	-	True
KRH65601	KRH65605	GLYMA_03G0487001	GLYMA_03G049100	87	3	4	48834	-	-	True
KRH65602	KRH65603	GLYMA_03G048800	GLYMA_03G048900	87	3	1	18083	-	-	True
KRH65602	KRH65605	GLYMA_03G048800	GLYMA_03G049100	87	3	3	38085	-	-	True
KRH65603	KRH65605	GLYMA_03G048900	GLYMA_03G049100	87	3	2	20002	-	-	True
KRH47575	KRH47593	GLYMA_07G037000	GLYMA_07G037900	87	7	8	89543	+	-	False
KRH37285	KRH37291	GLYMA_09G056400	GLYMA_09G057000	87	9	5	60261	-	+	False
KRG88557	KRG88558	GLYMA_U004900	GLYMA_U005000	87	scaffold_138	1	24574	+	+	True
KRG89008	KRG89012	GLYMA_U018900	GLYMA_U019200	88	scaffold_21	3	16099	+	+	True
KRH01145	KRH01146	GLYMA_18G257200	GLYMA_18G257300	89	18	1	4645	-	+	False
KRH71953	KRH71954	GLYMA_02G180800	GLYMA_02G180900	89	2	1	9385	+	+	True
KRG90210	KRG90211	GLYMA_20G075300	GLYMA_20G075400	89	20	1	35512	+	+	True
KRG90210	KRG90213	GLYMA_20G075300	GLYMA_20G075600	89	20	3	84136	+	+	True
KRG90210	KRG90215	GLYMA_20G075300	GLYMA_20G075800	89	20	5	110911	+	+	True
KRG90211	KRG90213	GLYMA_20G075400	GLYMA_20G075600	89	20	2	48624	+	+	True
KRG90211	KRG90215	GLYMA_20G075400	GLYMA_20G075800	89	20	4	75399	+	+	True
KRG90213	KRG90215	GLYMA_20G075600	GLYMA_20G075800	89	20	2	26775	+	+	True
KRH45571	KRH45572	GLYMA_08G280900	GLYMA_08G281000	89	8	1	38355	-	-	True
KRH45571	KRH45573	GLYMA_08G280900	GLYMA_08G281100	89	8	2	56167	-	-	True
KRH45571	KRH45574	GLYMA_08G280900	GLYMA_08G281200	89	8	3	76014	-	-	True
KRH45572	KRH45573	GLYMA_08G281000	GLYMA_08G281100	89	8	1	17812	-	-	True
KRH45572	KRH45574	GLYMA_08G281000	GLYMA_08G281200	89	8	2	37659	-	-	True
KRH45573	KRH45574	GLYMA_08G281100	GLYMA_08G281200	89	8	1	19847	-	-	True
KRH40100	KRH40102	GLYMA_09G238500	GLYMA_09G238700	89	9	2	7789	-	+	False
KRH65790	KRH65794	GLYMA_03G061600	GLYMA_03G062000	90	3	3	68958	-	-	True
KRH65790	KRH65796	GLYMA_03G061600	GLYMA_03G062200	90	3	5	89155	-	-	True
KRH65790	KRH65798	GLYMA_03G061600	GLYMA_03G0624002	90	3	7	130955	-	-	True
KRH65790	KRH65799	GLYMA_03G061600	GLYMA_03G0624003	90	3	8	131876	-	-	True
KRH65794	KRH65796	GLYMA_03G062000	GLYMA_03G062200	90	3	2	20197	-	-	True
KRH65794	KRH65798	GLYMA_03G062000	GLYMA_03G0624002	90	3	4	61997	-	-	True
KRH65794	KRH65799	GLYMA_03G062000	GLYMA_03G0624003	90	3	5	62918	-	-	True
