gene	age_class	ks_used	selection_class	w_used
KRH25524	Recent	0.0895	Purifying_selection	0.1952
KRH25525	Recent	0.106	Purifying_selection	0.4269
KRH25530	Recent	0.0793	Purifying_selection	0.2049
KRH25535	Recent	0.2756	Purifying_selection	0.0746
KRH25538	Recent	0.2254	Purifying_selection	0.2534
KRH25541	Recent	0.1446	Purifying_selection	0.4821
KRH25544	Recent	0.1252	Purifying_selection	0.2028
KRH25546	Recent	0.1162	Purifying_selection	0.5284
KRH25547	Recent	0.004	Neutral	1
KRH25548	Recent	0.004	Neutral	1
KRH25549	Recent	1.5648	Purifying_selection	0.1877
KRH25551	Recent	0.1268	Purifying_selection	0.2398
KRH25552	Recent	0.1339	Purifying_selection	0.1811
KRH25553	Recent	0.0255	Neutral	1
KRH25555	Recent	0.175	Purifying_selection	0.6641
KRH25558	Recent	0.2895	Purifying_selection	0.6648
KRH25559	Recent	0.5755	Purifying_selection	0.5963
KRH25560	Recent	0.1008	Purifying_selection	0.1626
KRH25561	Recent	0.0863	Purifying_selection	0.7981
KRH25562	Recent	0.1258	Purifying_selection	0.5289
KRH25563	Recent	0.094	Purifying_selection	0.2414
KRH25565	Recent	0.026	Purifying_selection	0.5335
KRH25566	Recent	0.5468	Purifying_selection	0.7033
KRH25567	Recent	0.3126	Purifying_selection	0.5814
KRH25568	Recent	0.1486	Purifying_selection	0.2861
KRH25569	Recent	0.2032	Purifying_selection	0.2784
KRH25570	Recent	0.0513	Neutral	1
KRH25573	Recent	0.0042	Neutral	1
KRH25574	Recent	0.0657	Purifying_selection	0.8975
KRH25575	Recent	0.1191	Purifying_selection	0.3737
KRH25578	Recent	1.595	Purifying_selection	0.1876
KRH25579	Recent	0.5944	Purifying_selection	0.1931
KRH25580	Recent	0.0665	Purifying_selection	0.1741
KRH25583	Recent	0.2911	Purifying_selection	0.1886
KRH25590	Recent	0.0572	Purifying_selection	0.7979
KRH25591	Recent	0.1642	Purifying_selection	0.5856
KRH25594	Recent	0.1216	Purifying_selection	0.4284
KRH25595	Recent	0.1301	Purifying_selection	0.2147
KRH25596	Recent	1.8605	Purifying_selection	0.2468
KRH25598	Recent	0.1222	Purifying_selection	0.2729
KRH25599	Recent	0.1272	Purifying_selection	0.474
KRH25600	Recent	0.1233	Purifying_selection	0.436
KRH25602	Recent	0.0644	Purifying_selection	0.7217
KRH25603	Recent	0.029	Neutral	1
KRH25606	Recent	0.3612	Purifying_selection	0.363
KRH25608	Recent	0.0147	Neutral	1
KRH25609	Recent	0.0291	Neutral	1
KRH25610	Recent	0.0277	Neutral	1
KRH25612	Recent	0.0074	Purifying_selection	0.5577
KRH25613	Recent	0.1668	Purifying_selection	0.2018
KRH25614	Recent	0.259	Purifying_selection	0.5133
KRH25615	Recent	0.1239	Purifying_selection	0.4571
KRH25616	Recent	0.0731	Purifying_selection	0.6962
KRH25617	Recent	0.15	Purifying_selection	0.1872
KRH25618	Recent	0.3981	Positive_selection	1.0151
KRH25619	Recent	0.2903	Purifying_selection	0.547
KRH25622	Recent	0.1031	Purifying_selection	0.2184
KRH25623	Recent	0.2205	Purifying_selection	0.2066
KRH25624	Recent	0.1504	Purifying_selection	0.1631
KRH25625	Recent	0.0512	Purifying_selection	0.4414
KRH25627	Recent	0.0713	Purifying_selection	0.3328
KRH25630	Recent	1.8215	Purifying_selection	0.2451
KRH25631	Recent	0.0683	Purifying_selection	0.6469
KRH25632	Recent	0.1136	Purifying_selection	0.5107
KRH25633	Recent	0.1797	Purifying_selection	0.1754
KRH25634	Recent	0.4277	Purifying_selection	0.4538
KRH25635	Recent	0.1375	Purifying_selection	0.3245
KRH25636	Recent	0.0292	Neutral	1
KRH25637	Recent	0.1123	Purifying_selection	0.549
KRH25638	Recent	0.0979	Purifying_selection	0.6998
KRH25639	Recent	0.0843	Purifying_selection	0.6266
KRH25643	Recent	0.1053	Purifying_selection	0.5661
KRH25644	Recent	0.1125	Purifying_selection	0.4408
KRH25646	Recent	0.077	Purifying_selection	0.9152
KRH25647	Recent	0.1531	Purifying_selection	0.3771
KRH25650	Recent	0.0293	Purifying_selection	0.8751
KRH25651	Recent	0.0243	Neutral	1
KRH25652	Recent	0.0807	Purifying_selection	0.9422
KRH25653	Recent	0.1196	Purifying_selection	0.4058
KRH25654	Recent	0.3845	Purifying_selection	0.5873
KRH25655	Recent	0.238	Purifying_selection	0.1922
KRH25656	Recent	0.2426	Purifying_selection	0.1306
KRH25657	Recent	0.0615	Neutral	1
KRH25658	Recent	0.2477	Purifying_selection	0.8909
KRH25659	Recent	0.1021	Purifying_selection	0.6351
KRH25663	Recent	0.149	Purifying_selection	0.4217
KRH25665	Recent	0.1467	Purifying_selection	0.1984
KRH25666	Recent	0.0485	Neutral	1
KRH25667	Recent	0.0214	Neutral	1
KRH25668	Recent	0.1414	Purifying_selection	0.6685
KRH25669	Old	2.1621	Purifying_selection	0.5545
KRH25670	Recent	0.0743	Purifying_selection	0.2208
KRH25673	Recent	0.0491	Purifying_selection	0.5506
KRH25674	Recent	0.0297	Purifying_selection	0.9795
KRH25675	Recent	0.1069	Purifying_selection	0.2557
KRH25679	Recent	0.1997	Purifying_selection	0.3727
KRH25680	Recent	0.1065	Purifying_selection	0.1638
KRH25681	Recent	0.1614	Purifying_selection	0.2765
KRH25682	Recent	0.0901	Purifying_selection	0.1604
KRH25686	Recent	0.4408	Purifying_selection	0.1147
KRH25687	Recent	0.0991	Purifying_selection	0.7342
KRH25689	Recent	0.058	Purifying_selection	0.7098
KRH25691	Recent	0.7148	Purifying_selection	0.3746
KRH25692	Recent	0.1365	Purifying_selection	0.2171
KRH25693	Recent	0.2314	Purifying_selection	0.283
KRH25694	Recent	0.0986	Purifying_selection	0.4031
KRH25695	Recent	0.2579	Purifying_selection	0.5101
KRH25696	Recent	0.3542	Purifying_selection	0.3554
KRH25697	Recent	0.1117	Purifying_selection	0.4068
KRH25698	Recent	0.2057	Purifying_selection	0.9299
KRH25699	Recent	0.125	Purifying_selection	0.3217
KRH25700	Recent	0.2173	Purifying_selection	0.6461
KRH25702	Recent	0.0536	Neutral	1
KRH25703	Recent	0.1235	Purifying_selection	0.3615
KRH25704	Recent	0.4566	Purifying_selection	0.5187
KRH25705	Recent	0.0921	Purifying_selection	0.3414
KRH25712	Recent	0.1483	Purifying_selection	0.4077
KRH25717	Recent	0.2614	Purifying_selection	0.6942
KRH25718	Recent	0.2342	Purifying_selection	0.5934
KRH25719	Recent	0.1801	Purifying_selection	0.4692
KRH25720	Recent	0.1515	Purifying_selection	0.2175
KRH25721	Recent	0.0539	Neutral	1
KRH25723	Recent	0.2526	Purifying_selection	0.5094
KRH25724	Recent	0.27	Purifying_selection	0.534
KRH25725	Recent	0.2841	Purifying_selection	0.6671
KRH25726	Recent	0.1795	Purifying_selection	0.5725
KRH25727	Recent	0.0909	Purifying_selection	0.7076
KRH25728	Recent	0.0401	Purifying_selection	0.4822
KRH25729	Recent	0.0286	Purifying_selection	0.411
KRH25730	Recent	0.1835	Purifying_selection	0.8756
KRH25731	Recent	0.0701	Purifying_selection	0.826
KRH25732	Recent	0.2539	Purifying_selection	0.5543
KRH25733	Recent	0.2463	Neutral	1
KRH25734	Recent	0.0185	Purifying_selection	0.7614
KRH25735	Recent	0.0134	Purifying_selection	0.683
KRH25736	Recent	0.1786	Purifying_selection	0.6365
KRH25737	Recent	0.026	Neutral	1
KRH25738	Recent	0.0167	Neutral	1
KRH25739	Recent	0.1858	Purifying_selection	0.7054
KRH25740	Recent	0.1949	Purifying_selection	0.9704
KRH25742	Recent	0.0186	Neutral	1
KRH25743	Recent	0.0134	Neutral	1
KRH25744	Recent	0.0993	Purifying_selection	0.6086
KRH25745	Recent	0.026	Neutral	1
KRH25746	Recent	0.0142	Neutral	1
KRH25748	Recent	0.0336	Neutral	1
KRH25749	Recent	0.2717	Neutral	1
KRH25751	Recent	0.0185	Neutral	1
KRH25752	Recent	0.0252	Neutral	1
KRH25753	Recent	0.0993	Purifying_selection	0.6292
KRH25754	Recent	0.0311	Purifying_selection	0.7891
KRH25755	Recent	0.0142	Neutral	1
KRH25756	Recent	0.1926	Purifying_selection	0.6249
KRH25758	Recent	0.0848	Purifying_selection	0.7614
KRH25759	Recent	0.1216	Purifying_selection	0.6602
KRH25760	Recent	0.0833	Purifying_selection	0.7405
KRH25761	Recent	0.1238	Purifying_selection	0.7189
KRH25762	Recent	0.028	Purifying_selection	0.5033
KRH25763	Recent	0.1216	Purifying_selection	0.6669
KRH25764	Recent	0.319	Purifying_selection	0.8756
KRH25765	Recent	0.0176	Purifying_selection	0.4558
KRH25766	Recent	0.0401	Purifying_selection	0.4493
KRH25767	Recent	0.2687	Purifying_selection	0.467
KRH25768	Recent	0.0156	Neutral	1
KRH25769	Recent	0.4521	Purifying_selection	0.1021
KRH25771	Recent	0.2563	Purifying_selection	0.4135
KRH25772	Recent	0.2434	Neutral	1
KRH25774	Recent	0.2129	Purifying_selection	0.1113
KRH25775	Recent	0.164	Purifying_selection	0.5233
KRH25778	Recent	0.1637	Purifying_selection	0.6937
KRH25779	Recent	0.1955	Purifying_selection	0.1588
KRH25780	Recent	0.1022	Purifying_selection	0.2134
KRH25784	Recent	0.1324	Purifying_selection	0.4647
KRH25786	Recent	0.1289	Purifying_selection	0.2247
KRH25791	Recent	0.3684	Purifying_selection	0.682
KRH25792	Recent	0.1427	Purifying_selection	0.515
KRH25794	Recent	0.092	Purifying_selection	0.2254
KRH25795	Recent	0.1537	Purifying_selection	0.171
KRH25796	Recent	0.2553	Purifying_selection	0.2676
KRH25797	Recent	0.1105	Purifying_selection	0.1812
KRH25800	Recent	0.1094	Purifying_selection	0.1181
KRH25802	Recent	0.123	Purifying_selection	0.3625
KRH25803	Recent	0.1848	Purifying_selection	0.3015
KRH25805	Recent	0.167	Purifying_selection	0.6881
KRH25806	Recent	0.1897	Purifying_selection	0.7936
KRH25807	Recent	1.3989	Purifying_selection	0.3522
KRH25808	Recent	0.1997	Purifying_selection	0.553
KRH25809	Recent	0.0195	Purifying_selection	0.8524
KRH25810	Recent	0.0417	Purifying_selection	0.5394
KRH25811	Recent	0.1922	Purifying_selection	0.3646
KRH25812	Recent	0.1488	Purifying_selection	0.5185
KRH25813	Recent	0.0599	Purifying_selection	0.6804
KRH25814	Recent	0.0195	Purifying_selection	0.8524
KRH25815	Recent	0.2156	Purifying_selection	0.7393
KRH25816	Recent	0.0035	Purifying_selection	0.6804
KRH25817	Recent	0.0035	Purifying_selection	0.6393
KRH25818	Recent	0.1723	Purifying_selection	0.5234
KRH25819	Recent	0.0954	Purifying_selection	0.3767
KRH25821	Recent	0.1414	Purifying_selection	0.2526
KRH25823	Recent	0.1116	Purifying_selection	0.6877
KRH25826	Recent	0.0383	Purifying_selection	0.8523
KRH25827	Recent	1.5157	Purifying_selection	0.3944
KRH25828	Recent	0.2481	Purifying_selection	0.4538
KRH25829	Recent	0.0946	Purifying_selection	0.8523
KRH25830	Recent	0.0383	Purifying_selection	0.8327
KRH25831	Recent	0.6366	Purifying_selection	0.4056
KRH25832	Recent	0.1498	Purifying_selection	0.5448
KRH25834	Recent	0.1529	Purifying_selection	0.2105
KRH25835	Recent	0.3128	Purifying_selection	0.6464
KRH25836	Recent	0.4813	Purifying_selection	0.6539
KRH25837	Recent	0.0561	Purifying_selection	0.8616
KRH25838	Recent	0.1411	Purifying_selection	0.8423
KRH25840	Recent	0.1208	Purifying_selection	0.4575
KRH25841	Recent	0.157	Purifying_selection	0.3559
KRH25842	Recent	0.1436	Purifying_selection	0.2095
KRH25847	Recent	0.1761	Purifying_selection	0.2298
KRH25849	Recent	0.1623	Purifying_selection	0.8696
KRH25850	Recent	0.0829	Purifying_selection	0.505
KRH25851	Recent	0.0697	Purifying_selection	0.429
KRH25853	Recent	0.5227	Purifying_selection	0.2816
KRH25854	Recent	0.2656	Purifying_selection	0.263
KRH25855	Recent	0.0885	Purifying_selection	0.3488
KRH25859	Recent	0.125	Purifying_selection	0.4228
KRH25860	Recent	0.186	Purifying_selection	0.2537
KRH25861	Recent	0.139	Purifying_selection	0.3901
KRH25862	Recent	0.0626	Purifying_selection	0.092
KRH25863	Recent	0.1054	Purifying_selection	0.0448
KRH25864	Recent	0.1075	Purifying_selection	0.1891
KRH25865	Recent	0.0902	Purifying_selection	0.8087
KRH25869	Recent	0.1223	Purifying_selection	0.419
KRH25872	Recent	0.3329	Purifying_selection	0.7647
KRH25875	Recent	0.4772	Purifying_selection	0.2929
KRH25882	Recent	0.173	Neutral	1
KRH25883	Recent	0.1069	Purifying_selection	0.4621
KRH25884	Recent	0.1242	Purifying_selection	0.1751
KRH25885	Recent	0.1009	Purifying_selection	0.4614
KRH25888	Recent	0.1309	Purifying_selection	0.2199
KRH25890	Recent	0.1399	Purifying_selection	0.5596
KRH25893	Recent	0.0258	Purifying_selection	0.6669
KRH25894	Recent	0.3789	Purifying_selection	0.695
KRH25896	Recent	0.1468	Purifying_selection	0.3153
KRH25897	Recent	0.145	Purifying_selection	0.2285
KRH25898	Recent	0.2127	Purifying_selection	0.5009
KRH25899	Recent	0.1161	Purifying_selection	0.2187
KRH25900	Recent	0.0347	Purifying_selection	0.872
KRH25901	Old	2.4357	Purifying_selection	0.1932
KRH25903	Recent	0.2903	Purifying_selection	0.547
KRH25904	Recent	0.22	Purifying_selection	0.3409
KRH25905	Recent	0.1395	Purifying_selection	0.3655
KRH25906	Recent	0.6656	Purifying_selection	0.548
KRH25907	Recent	0.0618	Purifying_selection	0.834
KRH25908	Recent	0.1148	Purifying_selection	0.7599
KRH25909	Recent	0.0063	Neutral	1
KRH25910	Recent	0.4462	Purifying_selection	0.5089
KRH25912	Recent	0.2906	Neutral	1
KRH25913	Recent	0.0618	Purifying_selection	0.834
KRH25914	Recent	0.3429	Purifying_selection	0.7888
KRH25915	Recent	0.0302	Purifying_selection	0.3431
KRH25916	Recent	0.3866	Purifying_selection	0.8195
KRH25917	Recent	0.0832	Purifying_selection	0.4463
KRH25919	Recent	0.0063	Neutral	1
KRH25925	Recent	0.221	Purifying_selection	0.2761
KRH25926	Recent	0.3855	Purifying_selection	0.2229
KRH25927	Recent	0.0781	Purifying_selection	0.4856
KRH25928	Recent	0.3903	Purifying_selection	0.7514
KRH25929	Recent	0.3223	Purifying_selection	0.5125
KRH25930	Recent	0.0761	Purifying_selection	0.6882
KRH25931	Recent	0.2307	Purifying_selection	0.4882
KRH25932	Recent	0.2664	Purifying_selection	0.455
KRH25933	Recent	0.2833	Purifying_selection	0.8393
KRH25934	Recent	0.3354	Purifying_selection	0.455
KRH25935	Recent	0.1619	Neutral	1
KRH25936	Recent	0.3538	Purifying_selection	0.3527
KRH25937	Recent	0.2081	Purifying_selection	0.5152
KRH25938	Recent	0.0215	Purifying_selection	0.8152
KRH25939	Recent	0.0215	Purifying_selection	0.8152
KRH25940	Recent	0.5014	Purifying_selection	0.6085
KRH25941	Recent	0.3836	Purifying_selection	0.4463
KRH25942	Recent	0.072	Neutral	1
KRH25943	Recent	0.435	Purifying_selection	0.3324
KRH25944	Recent	0.313	Purifying_selection	0.5246
KRH25945	Recent	0.3015	Purifying_selection	0.1378
KRH25946	Recent	0.1789	Purifying_selection	0.7009
KRH25947	Recent	0.3769	Purifying_selection	0.7009
KRH25948	Recent	0.2477	Purifying_selection	0.3734
KRH25949	Recent	0.1126	Purifying_selection	0.1688
KRH25950	Recent	0.144	Purifying_selection	0.983
KRH25952	Recent	0.135	Purifying_selection	0.2484
KRH25953	Recent	0.2258	Purifying_selection	0.5965
KRH25954	Recent	0.2966	Purifying_selection	0.5022
KRH25957	Recent	0.751	Purifying_selection	0.5467
KRH25959	Recent	0.0478	Purifying_selection	0.5343
KRH25964	Recent	0.0478	Purifying_selection	0.5343
KRH25966	Recent	0.2655	Purifying_selection	0.3662
KRH25968	Recent	0.9027	Purifying_selection	0.3223
KRH25969	Recent	0.3907	Purifying_selection	0.5948
KRH25970	Recent	0.095	Purifying_selection	0.7612
KRH25971	Recent	0.2695	Purifying_selection	0.8428
KRH25972	Recent	0.2777	Purifying_selection	0.1822
KRH25975	Recent	0.1665	Purifying_selection	0.6358
KRH25977	Recent	1.4043	Purifying_selection	0.1653
KRH25979	Recent	0.3166	Purifying_selection	0.7138
KRH25980	Recent	0.2753	Purifying_selection	0.6836
KRH25981	Recent	0.4216	Purifying_selection	0.4431
KRH25982	Recent	0.358	Purifying_selection	0.7054
KRH25983	Recent	0.009	Neutral	1
KRH25985	Recent	0.5572	Purifying_selection	0.3632
KRH25986	Recent	0.3616	Purifying_selection	0.4953
KRH25989	Recent	0.0809	Purifying_selection	0.4464
KRH25991	Recent	0.3348	Purifying_selection	0.6595
KRH25994	Recent	0.0809	Purifying_selection	0.5133
KRH26000	Recent	0.2588	Purifying_selection	0.409
KRH26003	Recent	0.2099	Purifying_selection	0.525
KRH26005	Recent	0.1901	Purifying_selection	0.4812
KRH26006	Recent	1.4243	Purifying_selection	0.4599
KRH26008	Recent	0.0303	Neutral	1
KRH26009	Recent	0.1872	Purifying_selection	0.8456
KRH26010	Recent	0.2004	Purifying_selection	0.5741
KRH26011	Recent	0.3	Purifying_selection	0.5407
KRH26012	Recent	0.0219	Neutral	1
KRH26013	Recent	0.0137	Neutral	1
KRH26015	Recent	0.2745	Purifying_selection	0.7149
KRH26016	Recent	0.2423	Purifying_selection	0.2362
KRH26017	Recent	0.153	Purifying_selection	0.9292
KRH26018	Recent	0.4059	Purifying_selection	0.1052
KRH26019	Recent	0.1094	Purifying_selection	0.5977
KRH26020	Recent	0.0333	Purifying_selection	0.6472
KRH26021	Recent	0.0304	Purifying_selection	0.8516
KRH26022	Recent	0.222	Purifying_selection	0.3357
KRH26023	Recent	0.0866	Purifying_selection	0.3663
KRH26024	Recent	0.1364	Purifying_selection	0.1875
KRH26029	Recent	1.0561	Purifying_selection	0.3502
KRH26031	Recent	0.1054	Purifying_selection	0.3641
KRH26033	Recent	0.9362	Purifying_selection	0.3819
KRH26034	Recent	0.0881	Purifying_selection	0.0418
KRH26035	Recent	0.1119	Purifying_selection	0.1324
KRH26038	Recent	0.1627	Purifying_selection	0.5054
KRH26039	Recent	0.3204	Purifying_selection	0.7684
KRH26040	Recent	0.2069	Purifying_selection	0.2583
KRH26041	Recent	0.2605	Purifying_selection	0.6275
KRH26043	Recent	0.3018	Purifying_selection	0.4996
KRH26045	Recent	0.3858	Purifying_selection	0.4762
KRH26047	Recent	0.537	Purifying_selection	0.1804
KRH26049	Recent	0.1026	Purifying_selection	0.2227
KRH26050	Recent	0.3548	Purifying_selection	0.1537
KRH26051	Recent	0.1456	Purifying_selection	0.3903
KRH26052	Recent	0.6748	Purifying_selection	0.7549
KRH26054	Recent	0.13	Purifying_selection	0.4821
KRH26055	Recent	0.0104	Neutral	1
KRH26056	Recent	0.19	Purifying_selection	0.3898
KRH26057	Recent	0.5723	Purifying_selection	0.3244
KRH26058	Recent	0.1443	Purifying_selection	0.6468
KRH26059	Recent	0.0094	Neutral	1
KRH26061	Old	3.0188	Purifying_selection	0.1433
KRH26063	Recent	0.2287	Purifying_selection	0.3817
KRH26064	Recent	0.8347	Purifying_selection	0.7504
KRH26065	Recent	0.3569	Purifying_selection	0.94
KRH26066	Recent	0.1061	Purifying_selection	0.7579
KRH26067	Recent	0.6198	Purifying_selection	0.4686
KRH26069	Recent	0.0522	Purifying_selection	0.9031
KRH26071	Recent	0.1021	Purifying_selection	0.238
KRH26074	Recent	0.1315	Purifying_selection	0.1949
KRH26075	Recent	0.4532	Purifying_selection	0.229
KRH26076	Recent	0.2833	Purifying_selection	0.5258
KRH26078	Recent	0.1051	Purifying_selection	0.1797
KRH26080	Recent	0.2007	Purifying_selection	0.3449
KRH26081	Recent	0.1593	Purifying_selection	0.519
KRH26082	Recent	0.1048	Purifying_selection	0.2091
KRH26083	Recent	1.9175	Purifying_selection	0.3012
KRH26086	Recent	0.1452	Purifying_selection	0.4006
KRH26088	Recent	0.1357	Purifying_selection	0.0888
KRH26089	Recent	0.0344	Purifying_selection	0.7621
KRH26090	Old	2.2119	Purifying_selection	0.3197
KRH26092	Recent	0.1521	Purifying_selection	0.5825
KRH26094	Recent	0.105	Purifying_selection	0.2143
KRH26095	Recent	0.319	Purifying_selection	0.4107
KRH26096	Recent	0.4508	Purifying_selection	0.1618
KRH26100	Recent	0.1399	Purifying_selection	0.3437
KRH26102	Recent	0.1285	Purifying_selection	0.2768
KRH26105	Recent	0.0937	Purifying_selection	0.556
KRH26111	Recent	0.0848	Purifying_selection	0.3651
KRH26112	Recent	0.7071	Purifying_selection	0.2964
KRH26113	Recent	0.0066	Neutral	1
KRH26114	Recent	0.0134	Purifying_selection	0.3606
KRH26115	Recent	0.2073	Purifying_selection	0.4764
KRH26116	Recent	0.1248	Purifying_selection	0.3548
KRH26128	Recent	0.0268	Neutral	1
KRH26129	Recent	0.0716	Purifying_selection	0.7147
KRH26130	Recent	0.0445	Purifying_selection	0.9495
KRH26132	Recent	0.1026	Purifying_selection	0.4376
KRH26133	Recent	0.0863	Purifying_selection	0.5087
KRH26134	Recent	1.775	Purifying_selection	0.4009
KRH26135	Recent	0.029	Purifying_selection	0.795
KRH26136	Recent	0.029	Purifying_selection	0.795
KRH26137	Recent	0.038	Neutral	1
KRH26139	Recent	0.1155	Purifying_selection	0.7389
KRH26141	Recent	0.0672	Purifying_selection	0.1687
KRH26142	Recent	0.027	Neutral	1
KRH26145	Recent	0.1951	Purifying_selection	0.3838
KRH26151	Recent	0.1292	Purifying_selection	0.2381
KRH26154	Recent	0.3902	Purifying_selection	0.7467
KRH26155	Recent	0.1117	Purifying_selection	0.5966
KRH26158	Recent	0.1151	Purifying_selection	0.2707
KRH26159	Recent	0.0967	Purifying_selection	0.3479
KRH26161	Recent	0.7542	Purifying_selection	0.5535
KRH26162	Recent	0.0678	Purifying_selection	0.4916
KRH26168	Recent	0.0775	Purifying_selection	0.2346
KRH26169	Recent	0.1626	Purifying_selection	0.3945
KRH26171	Recent	0.7459	Purifying_selection	0.3679
KRH26172	Recent	0.4816	Purifying_selection	0.6342
KRH26174	Recent	0.1098	Purifying_selection	0.0173
KRH26175	Recent	0.1383	Purifying_selection	0.3788
KRH26178	Recent	0.0279	Neutral	1
KRH26179	Recent	0.0104	Neutral	1
KRH26183	Recent	0.1505	Purifying_selection	0.3123
KRH26184	Recent	0.1261	Purifying_selection	0.2134
KRH26186	Recent	0.1303	Purifying_selection	0.4781
KRH26187	Recent	0.0461	Neutral	1
KRH26189	Recent	0.1348	Purifying_selection	0.12
KRH26190	Recent	0.1276	Purifying_selection	0.8092
KRH26191	Recent	0.1235	Purifying_selection	0.8871
KRH26192	Recent	0.0259	Neutral	1
